5.260967554931994528e-06 2.472438209224492311e-04 7.771956006763502955e-05 2.830951598298270255e-05 9.934515219356399029e-06 5.971971859253244475e-06 2.935795464509283192e-06
5.529967438633320853e-06 2.731739659793674946e-04 8.587054617237299681e-05 3.127853415207937360e-05 1.097641688829753548e-05 6.598293566639767960e-06 3.243692617616034113e-06
5.812721610709559172e-06 3.018236602656543255e-04 9.487638453720137477e-05 3.455892874626442790e-05 1.212758979818318039e-05 7.290302619367139414e-06 3.583881380109232850e-06
6.109933565312530845e-06 3.334779175929725170e-04 1.048267004080116749e-04 3.818335608229972422e-05 1.339949176326626912e-05 8.054886166064534336e-06 3.959747118642553687e-06
6.422341812140075490e-06 3.684519906528294086e-04 1.158205923275090754e-04 4.218790490995161235e-05 1.480478749726898968e-05 8.899657586880493909e-06 4.375032858661143109e-06
6.750723969162208959e-06 4.070940776728093624e-04 1.279674906982108951e-04 4.661244020098820329e-05 1.635746775718871504e-05 9.833025615080259740e-06 4.833872480958234519e-06
7.095897217368474230e-06 4.497888730838894844e-04 1.413883583154529333e-04 5.150101424078457057e-05 1.807299122447147965e-05 1.086428346752654761e-05 5.340835286915535107e-06
7.458719210262643173e-06 4.969612346030771732e-04 1.562166871735826135e-04 5.690227044397033751e-05 1.996842547669075429e-05 1.200369388243416324e-05 5.900964879401726648e-06
7.840092621336225420e-06 5.490809562616050243e-04 1.726002083159983158e-04 6.287000724114477634e-05 2.206265344284474850e-05 1.326260462519712746e-05 6.519839644170133397e-06
8.240966053563170135e-06 6.066668429411947727e-04 1.907019759528338909e-04 6.946360372239723802e-05 2.437651346554048359e-05 1.465354489482706413e-05 7.203620043583214283e-06
8.662336767883971334e-06 6.702920654788613319e-04 2.107021718984469771e-04 7.674872904317453504e-05 2.693304668355267495e-05 1.619036265765316784e-05 7.959112735989037901e-06
9.105253411689773202e-06 7.405902142636477947e-04 2.327999536646530032e-04 8.479789539705961943e-05 2.975770257762633264e-05 1.788835652405396104e-05 8.793840606813319027e-06
9.570816473569720984e-06 8.182609453797340393e-04 2.572153171058744192e-04 9.369124018121510744e-05 3.287859362899325788e-05 1.976443491003010422e-05 9.716110980662051588e-06
1.006018374027917162e-05 9.040774893946945667e-04 2.841912209987640381e-04 1.035172681440599263e-04 3.632679727161303163e-05 2.183726246585138142e-05 1.073510520654963329e-05
1.057457393471850082e-05 9.988942183554172516e-04 3.139962500426918268e-04 1.143738190876320004e-04 4.013663783553056419e-05 2.412748654023744166e-05 1.186096960736904293e-05
1.111526489694369957e-05 1.103655085898935795e-03 3.469271468929946423e-04 1.263689773622900248e-04 4.434604124980978668e-05 2.665790270839352161e-05 1.310491188633022830e-05
1.168360176961869001e-05 1.219402649439871311e-03 3.833117370959371328e-04 1.396221487084403634e-04 4.899691339232958853e-05 2.945370033557992429e-05 1.447931299480842426e-05
1.228099881700472906e-05 1.347289304248988628e-03 4.235121887177228928e-04 1.542652753414586186e-04 5.413554754341021180e-05 3.254270632169209421e-05 1.599785355210769922e-05
1.290894215344451368e-05 1.488588983193039894e-03 4.679288831539452076e-04 1.704441529000177979e-04 5.981312278890982270e-05 3.595569069148041308e-05 1.767566391208674759e-05
1.356899156235158443e-05 1.644706702791154385e-03 5.170035874471068382e-04 1.883197401184588671e-04 6.608611147385090590e-05 3.972659760620445013e-05 1.952942693606019020e-05
1.426279141014674678e-05 1.817198353819549084e-03 5.712252459488809109e-04 2.080701378872618079e-04 7.301702862605452538e-05 4.389300374896265566e-05 2.157761446142103523e-05
1.499206518928986043e-05 2.007779665291309357e-03 6.311333272606134415e-04 2.298918116139248013e-04 8.067480666795745492e-05 4.849635661230422556e-05 2.384060280746780336e-05
1.575862916070036590e-05 2.218349138274788857e-03 6.973246345296502113e-04 2.540021378081291914e-04 8.913573401514440775e-05 5.358250200515612960e-05 2.634093470987863839e-05
1.656438689678907394e-05 2.451001899316906929e-03 7.704577292315661907e-04 2.806410484481602907e-04 9.848400077316910028e-05 5.920206604059785604e-05 2.910348848672583699e-05
1.741134474286809564e-05 2.708054380491375923e-03 8.512607309967279434e-04 3.100737812928855419e-04 1.088126882677897811e-04 6.541098991874605417e-05 3.215577453374862671e-05
1.830160726967733353e-05 2.992065390571951866e-03 9.405378950759768486e-04 3.425932372920215130e-04 1.202245912281796336e-04 7.227107562357559800e-05 3.552815906004980206e-05
1.923739182529971004e-05 3.305862192064523697e-03 1.039178110659122467e-03 3.785231965593993664e-04 1.328333455603569746e-04 7.985062256921082735e-05 3.925423879991285503e-05
2.022102307819295675e-05 3.652569139376282692e-03 1.148163690231740475e-03 4.182214615866541862e-04 1.467644615331664681e-04 8.822510426398366690e-05 4.337109930929727852e-05
2.125494938809424639e-05 4.035636316984891891e-03 1.268578926101326942e-03 4.620830586645752192e-04 1.621566188987344503e-04 9.747785225044935942e-05 4.791971878148615360e-05
2.234174098703078926e-05 4.458879586309194565e-03 1.401622896082699299e-03 5.105446907691657543e-04 1.791630784282460809e-04 1.077010165317915380e-04 5.294538277667015791e-05
2.348410271224565804e-05 4.926510620862245560e-03 1.548620173707604408e-03 5.640889867208898067e-04 1.979531079996377230e-04 1.189963659271597862e-04 5.849813169334083796e-05
2.468487400619778782e-05 5.443183705210685730e-03 1.711033866740763187e-03 6.232486339285969734e-04 2.187137724831700325e-04 1.314762921538203955e-04 6.463322642957791686e-05
