5.260967554931994528e-06 2.534925908444595422e+01 2.504811313771584835e+00 3.323374496672320544e-01 4.092679347479459551e-02 1.478937576507797710e-02 3.574094207769244400e-03
5.529967438633320853e-06 2.659547849383158535e+01 2.627953434468958349e+00 3.486759012360879373e-01 4.293884608495348448e-02 1.551645452166495673e-02 3.749804664639625699e-03
5.812721610709559172e-06 2.790297871502878024e+01 2.757148895683446455e+00 3.658175123816303498e-01 4.504981094584094986e-02 1.627927689520545715e-02 3.934153431177991010e-03
6.109933565312529998e-06 2.927474488941802022e+01 2.892696271311643308e+00 3.838019302767605723e-01 4.726456174022444084e-02 1.707960425736850668e-02 4.127564719520827700e-03
6.422341812140076337e-06 3.071395521012537344e+01 3.034907530336082626e+00 4.026704704211149788e-01 4.958819070154221048e-02 1.791927486128510119e-02 4.330485444853826756e-03
6.750723969162208959e-06 3.222391521707153572e+01 3.184109563837296264e+00 4.224666352458562035e-01 5.202605508097337544e-02 1.880022577462835826e-02 4.543380950580528863e-03
7.095897217368474230e-06 3.380811025050504526e+01 3.340648336865228440e+00 4.432359636628111499e-01 5.458376275200482741e-02 1.972448613069054113e-02 4.766743868798426799e-03
7.458719210262643173e-06 3.547019179784108900e+01 3.504881248596667387e+00 4.650264249119329119e-01 5.726722137131408374e-02 2.069418258227408852e-02 5.001087550432886317e-03
7.840092621336225420e-06 3.721397488950240273e+01 3.677188519883597184e+00 4.878881463721019274e-01 6.008260388218272102e-02 2.171155409644434306e-02 5.246952009850582195e-03
8.240966053563170135e-06 3.904348875044081524e+01 3.857966329714397791e+00 5.118736922795040778e-01 6.303638979324537039e-02 2.277894165404774005e-02 5.504903663876760216e-03
8.662336767883971334e-06 4.096294582057908684e+01 4.047632030492620103e+00 5.370385324593057730e-01 6.613539780749688735e-02 2.389880468829824745e-02 5.775536874756874960e-03
9.105253411689773202e-06 4.297677792759775173e+01 4.246622878858514305e+00 5.634404604799683192e-01 6.938676522864263563e-02 2.507372100845215585e-02 6.059475477331996776e-03
9.570816473569720984e-06 4.508959317168690717e+01 4.455395391023863283e+00 5.911404530308751459e-01 7.279795118029468159e-02 2.630640118297493044e-02 6.357370959301662620e-03
1.006018374027917162e-05 4.730628345370489285e+01 4.674431806317341120e+00 6.202020132023180476e-01 7.637685666098489867e-02 2.759967709250485055e-02 6.669913131164109492e-03
1.057457393471850082e-05 4.963195918179102506e+01 4.904236418139296561e+00 6.506924186230973461e-01 8.013171617221316601e-02 2.895653568586049192e-02 6.997821189370583006e-03
1.111526489694369957e-05 5.207196697781672867e+01 5.145337841326389494e+00 6.826817555706067298e-01 8.407115088549491078e-02 3.038010290336851105e-02 7.341849527126308866e-03
1.168360176961868832e-05 5.463191525422141837e+01 5.398292135002167313e+00 7.162437354209537643e-01 8.820426309772996798e-02 3.187365508488414906e-02 7.702789740245095072e-03
1.228099881700472906e-05 5.731771694615888890e+01 5.663683539499614561e+00 7.514558661925301308e-01 9.254058032217647722e-02 3.344062989530288688e-02 8.081475373067463497e-03
1.290894215344451368e-05 6.013556539088347819e+01 5.942121144071287553e+00 7.883989805856872479e-01 9.709006509651463279e-02 3.508464459960036058e-02 8.478779031133681227e-03
1.356899156235158274e-05 6.309193263600133861e+01 6.234246623085671679e+00 8.271582074663100803e-01 1.018632116814756627e-01 3.680947617650433268e-02 8.895614103306819301e-03
1.426279141014674678e-05 6.619364591659960695e+01 6.540732699765953839e+00 8.678229032978843627e-01 1.068710145393083066e-01 3.861910741749222803e-02 9.332941149761592864e-03
1.499206518928986043e-05 6.944782898316509545e+01 6.862286475173358546e+00 9.104866066656441825e-01 1.121249928460397449e-01 4.051770149034414348e-02 9.791767520241216258e-03
1.575862916070036590e-05 7.286201206366384042e+01 7.199649847154998561e+00 9.552480170277617422e-01 1.176373018727681213e-01 4.250963528740553388e-02 1.027315169562094052e-02
1.656438689678907394e-05 7.644400922605589699e+01 7.553596302346923252e+00 1.002209690919159346e+00 1.234205706715672674e-01 4.459949554850017872e-02 1.077820070589950718e-02
1.741134474286809564e-05 8.020211929685200403e+01 7.924944519945921861e+00 1.051480233488783167e+00 1.294881744191075934e-01 4.679209952143943002e-02 1.130808108684146565e-02
1.830160726967733353e-05 8.414495664845546230e+01 8.314546498067539204e+00 1.103172820472710702e+00 1.358540502313675402e-01 4.909248601240219501e-02 1.186400810796822518e-02
1.923739182529971004e-05 8.828164459850975732e+01 8.723302696237189124e+00 1.157406576785815489e+00 1.425328974145135541e-01 5.150597224155740311e-02 1.244726764784198983e-02
2.022102307819295675e-05 9.262166929629505319e+01 9.152153486460992582e+00 1.214306608352960115e+00 1.495400504775090123e-01 5.403810350436962645e-02 1.305920072847986321e-02
2.125494938809424639e-05 9.717504139485753001e+01 9.602086541133781239e+00 1.274003856374470667e+00 1.568917247964955741e-01 5.669471308602200971e-02 1.370121716911791229e-02
2.234174098703078926e-05 1.019522936076870394e+02 1.007413649196345240e+01 1.336635742259162596e+00 1.646047997801563523e-01 5.948193737661330166e-02 1.437479495134356446e-02
2.348410271224565804e-05 1.069643520507893015e+02 1.056939347166184717e+01 1.402346911010437847e+00 1.726970534395801948e-01 6.240617668163952331e-02 1.508149002520170999e-02
2.468487400619778443e-05 1.122227941365679982e+02 1.108899753066689975e+01 1.471288049699847722e+00 1.811871488712253342e-01 6.547417003605573993e-02 1.582292602225324543e-02
2.594704164948780090e-05 1.177397222991421444e+02 1.163414193389352569e+01 1.543618388535850761e+00 1.900946088747729468e-01 6.869300438369108086e-02 1.660080845287865287e-02
2.727374703681562096e-05 1.235278722559520332e+02 1.220608677150267596e+01 1.619504830949080265e+00 1.994399442881375217e-01 7.207007130708995013e-02 1.741694032998521852e-02
2.866828799596987326e-05 1.296005241755498218e+02 1.280614730296284698e+01 1.699121406529630729e+00 2.092447495536666757e-01 7.561314844150125725e-02 1.827318523152159785e-02
3.013413333974312652e-05 1.359716728650703033e+02 1.343570136278937177e+01 1.782652003361257398e+00 2.195314833047574965e-01 7.933041947484706369e-02 1.917152861048894083e-02
3.167492832290008664e-05 1.426560228423161334e+02 1.409620868336371480e+01 1.870288623002413608e+00 2.303239197249086212e-01 8.323041787224771948e-02 2.011403567438385318e-02
